"No.","Time","Delta","Source","Destination","Protocol","Length","Info"
"34993","1460.428798","1.000003","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"35017","1461.428799","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"35041","1462.428800","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"35065","1463.428798","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"35089","1464.428800","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"35113","1465.428799","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"35137","1466.428796","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"35161","1467.428800","1.000004","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"35186","1468.428799","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"35210","1469.428798","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"35234","1470.428796","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"35255","1471.428798","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"35279","1472.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"35303","1473.428799","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"35327","1474.428797","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"35351","1475.428797","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"35375","1476.428797","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"35399","1477.428797","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"35424","1478.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"35448","1479.428796","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"35472","1480.428798","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"35496","1481.428800","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"35520","1482.428799","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"35544","1483.428797","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"35568","1484.428800","1.000003","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"35592","1485.428796","0.999996","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"35616","1486.428797","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"35640","1487.428797","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"35665","1488.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"35689","1489.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"35713","1490.428797","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"35734","1491.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"35758","1492.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"35782","1493.428799","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"35806","1494.428799","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"35830","1495.428800","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"35854","1496.428799","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"35878","1497.428798","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"35903","1498.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"35927","1499.428793","0.999996","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"35951","1500.428797","1.000004","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"35975","1501.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"35999","1502.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"36023","1503.428799","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"36047","1504.428799","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"36071","1505.428799","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"36095","1506.428796","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"36119","1507.428799","1.000003","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"36144","1508.428798","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"36168","1509.428801","1.000003","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"36192","1510.428809","1.000008","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"36216","1511.428796","0.999987","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"36240","1512.428796","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"36261","1513.428797","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"36285","1514.428799","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"36309","1515.428798","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"36333","1516.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"36357","1517.428799","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"36382","1518.428800","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"36406","1519.428795","0.999995","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"36430","1520.428801","1.000006","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"36454","1521.428797","0.999996","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"36478","1522.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"36502","1523.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"36526","1524.428800","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"36550","1525.428797","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"36574","1526.428799","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"36598","1527.428799","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"36623","1528.428799","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"36647","1529.428800","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"36672","1530.428798","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"36696","1531.428802","1.000004","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"36720","1532.428798","0.999996","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"36744","1533.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"36768","1534.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"36792","1535.428799","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"36816","1536.428797","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"36840","1537.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"36865","1538.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"36886","1539.428799","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"36910","1540.428799","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"36934","1541.428797","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"36958","1542.428797","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"36982","1543.428799","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"37006","1544.428793","0.999994","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"37030","1545.428799","1.000006","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"37054","1546.428798","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"37078","1547.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"37103","1548.428799","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"37127","1549.428793","0.999994","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"37151","1550.428798","1.000005","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"37175","1551.428799","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"37199","1552.428798","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"37223","1553.428801","1.000003","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"37247","1554.428796","0.999995","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"37271","1555.428796","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"37295","1556.428799","1.000003","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"37319","1557.428799","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"37344","1558.428797","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"37365","1559.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"37389","1560.428799","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"37413","1561.428797","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"37437","1562.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"37461","1563.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"37485","1564.428796","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"37509","1565.428798","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"37533","1566.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"37557","1567.428801","1.000003","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"37582","1568.428800","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"37606","1569.428796","0.999996","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"37630","1570.428798","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"37654","1571.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"37678","1572.428800","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"37702","1573.428799","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"37726","1574.428799","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"37750","1575.428798","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"37774","1576.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"37795","1577.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"37820","1578.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"37844","1579.428799","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"37868","1580.428799","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"37892","1581.428800","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"37916","1582.428797","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"37940","1583.428799","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"37964","1584.428795","0.999996","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"37988","1585.428799","1.000004","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"38012","1586.428797","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"38036","1587.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"38061","1588.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"38085","1589.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"38109","1590.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"38133","1591.428800","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"38157","1592.428798","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"38181","1593.428800","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"38205","1594.428795","0.999995","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"38229","1595.428797","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"38250","1596.428797","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"38274","1597.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"38299","1598.428800","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"38323","1599.428790","0.999990","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"38347","1600.428798","1.000008","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"38371","1601.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"38395","1602.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"38419","1603.428796","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"38443","1604.428798","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"38467","1605.428799","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"38491","1606.428799","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"38515","1607.428798","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"38540","1608.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"38564","1609.428792","0.999995","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"38588","1610.428798","1.000006","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"38612","1611.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"38636","1612.428799","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"38660","1613.428799","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"38684","1614.428798","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"38705","1615.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"38729","1616.428796","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"38753","1617.428798","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"38778","1618.428796","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"38802","1619.428796","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"38826","1620.428800","1.000004","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"38850","1621.428798","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"38874","1622.428800","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"38898","1623.428801","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"38922","1624.428797","0.999996","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"38946","1625.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"38970","1626.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"38994","1627.428799","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"39019","1628.428798","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"39040","1629.428800","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"39064","1630.428800","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"39088","1631.428797","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"39112","1632.428799","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"39136","1633.428797","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"39160","1634.428794","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"39184","1635.428798","1.000004","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"39208","1636.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"39232","1637.428799","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"39257","1638.428798","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"39281","1639.428792","0.999994","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"39306","1640.428798","1.000006","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"39330","1641.428800","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"39356","1642.428799","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"39380","1643.428798","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"39405","1644.428801","1.000003","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"39429","1645.428796","0.999995","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"39453","1646.428799","1.000003","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"39478","1647.428798","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"39500","1648.428796","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"39525","1649.428799","1.000003","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"39549","1650.428800","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"39574","1651.428800","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"39598","1652.428798","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"39623","1653.428800","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"39647","1654.428797","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"39672","1655.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"39696","1656.428799","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"39720","1657.428797","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"39745","1658.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"39769","1659.428797","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"39793","1660.428797","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"39814","1661.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"39838","1662.428799","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"39862","1663.428798","0.999999","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"39886","1664.428800","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"39910","1665.428796","0.999996","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"39934","1666.428799","1.000003","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"39958","1667.428799","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"39983","1668.428796","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"40007","1669.428821","1.000025","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"40031","1670.428797","0.999976","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"40055","1671.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"40079","1672.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"40103","1673.428795","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"40127","1674.428805","1.000010","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"40151","1675.428797","0.999992","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"40175","1676.428799","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"40199","1677.428797","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"40224","1678.428799","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"40248","1679.428790","0.999991","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"40269","1680.428797","1.000007","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"40293","1681.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"40317","1682.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"40341","1683.428798","1.000000","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"40365","1684.428792","0.999994","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"40389","1685.428797","1.000005","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"40413","1686.428798","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"40437","1687.428799","1.000001","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"40462","1688.428797","0.999998","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"40486","1689.428799","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"40510","1690.428796","0.999997","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
"40534","1691.428798","1.000002","00:f1:f5:30:f3:09","IecTc57_01:00:01","GOOSE","144",""
